index,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,pred_giai_tri,pred_luu_tru,pred_nha_hang,pred_an_uong,pred_di_chuyen,pred_mua_sam,error_type
50,"Hạ tầng bán dân sự nên cũng chưa đc ổn lắm, nhưng cũng rất tuyệt rồi
",0,0,0,0,3,0,0,0,0,0,0,0,di_chuyen 
52,không có chỗ ăn sáng,0,2,0,2,0,0,0,1,0,0,0,0,an_uong 
64,"Là nơi thỏa mãn nhu cầu mua sắm của người dân Qui Nhơn toạ lạc tại trung tâm thành phố Qui Nhơn, là nơi giao nhau giữa các tuyến đường huyết mạch và khu du lịch, bãi tắm.",5,0,0,0,0,5,0,0,0,0,0,4,giai_tri 
67,Nhân viên phục vụ nhà hàng không chuyên nghiệp nên học lại nghiệp vụ.,0,0,1,1,0,0,0,0,0,0,0,0,nha_hang an_uong 
68,"Nhân viên rất thân thiện, nhiệt tình, phục vụ chu đáo",0,5,5,0,0,0,0,5,0,0,0,0,nha_hang 
70,Tôi không tin đây là cách an toàn nhất để đến Vũng Tàu.,0,0,0,0,1,0,4,0,0,0,0,0,giai_tri di_chuyen 
79,"Ít chỗ đỗ xe, ăn sáng đơn giản, một số món chưa ngon",0,0,0,2,0,0,0,1,0,1,0,0,luu_tru 
80,"bọn mình dậy sớm từ 5h và gọi giao xe máy quy khách sạn. Được anh Hoài Bảo từ vấn mua tour trọn gói #350k/1NG ( Gồm xe điện đón, cano, lặn ngắm san hô, tắm tráng, ăn hải sản 7 món ( cả lẩu) tại nhà hàng,) #EO #GIÓ : bọn mình tới đây lúc 7h. Lúc này ít người, nắng chưa gắt, chụp được nhiều ảnh đẹp mà lại không bị quá nắng. Nên đi eo gió sớm và trước kỳ co sẽ hợp lý hơn. #KỲ #CO : nước biển trong, xanh, đẹp, nói chung rất vuii. Nhìn ảnh là biết đúng không các bác. #ĐI NGẮM SAN HÔ Ở #ĐẢO #SAN #HÔ : thực ra thì hơi ít san hô và không được đẹp như review nhưng laii là trải nghiệm rất thú vị 😊 #VỀ NHÀ HÀNG HOÀNG ĐẠT ĂN : Món ăn ngon, sạch sẽ, no nữa. Tắm xong về ăn quá ngon luôn. #DI CHUYỂN VỀ KHÁCH SẠN : nghỉ ngơi chiều lấy sức đi tiếp: #CHÈ NHỚ ( 132ngô mây ) : gọi mấy món nhưng chè thập cẩm là ngon nhất, ngọt thanh, mát, vị #nhớ mà lại rẻ nhất.nên ăn được cái quán đẹp. #BÁNH #MÌ #GÓC #ĐƯỜNG #NGUYỄN #LỮ #VÀ #NGÔ #MÂY. Nhìn cái xe là đã thích rồi, đầy ắp, mà lại rất lạ. RẺ",5,5,5,5,5,0,5,0,0,5,0,0,luu_tru nha_hang di_chuyen 
85,Chúng tôi đã đặt dịch vụ vận chuyển Sài Gòn Transfers cho chuyến đi teambuilding trong ngày của công ty đến Bờ Cáp Vàng.,0,0,0,0,0,0,0,0,0,0,4,0,di_chuyen 
89,"Tôi và người yêu giận nhau hơn 1 tuần rồi. sau đó tôi đc 1 người bạn giới thiệu quần áo ở đây đẹp lắm. Nên tôi quyết định mua 1 chiếc váy tặng ny để làm hòa. kết quả là chúng tôi đi nhà nghỉ ngay sau đó.
",0,0,0,0,0,4,0,0,0,0,0,0,mua_sam 
97,"Đêm qua tôi đã có niềm vui đến thăm quán bar này và thưởng thức một vài loại bia và bữa tối. Các món ăn là phương Tây, rất ngon và giá cả hợp lý, như là bia. Chắc chắn tôi sẽ ghé thăm đây một lần nữa.",4,0,0,4,0,0,0,0,0,4,0,0,giai_tri 
99,"Một số người nói với tôi rằng nếu bạn trả tiền cho tài xế bằng đồng hồ, rất có thể anh ta sẽ RIP bạn vì bạn không biết khu vực đó; 
họ sẽ lái xe trên tuyến đường dài hơn vì họ có thể nói với bạn là người nước ngoài. Dù sao, tôi đã cố gắng hỏi họ một mức giá cố định ngay từ đầu và đưa cho họ địa chỉ, và trên tất cả BA lần riêng biệt với các tài xế khác nhau, cả ba người trong số họ đã tính cho tôi BỐN THỜI GIAN nhiều hơn tôi cần phải trả.",0,0,0,0,2,0,1,0,0,0,1,0,giai_tri 
100,"Nhân viên ở đây rất nhiệt tình, chuyên nghiệp, khách sạn sạch sẽ, bữa sáng đa dạng, phong phú.",0,5,0,0,0,0,0,5,0,5,0,0,an_uong 
102,"Lần đầu trải nghiệm sbay Phù Cát, các bạn nhân viên rất nhiệt tình luôn ♥️♥️♥️",0,0,0,0,4,0,5,0,0,0,0,0,giai_tri di_chuyen 
106,"Mấy bạn quản lý khách sạn rất nhiệt tình, thân thiện",5,0,0,0,0,0,0,5,0,0,0,0,giai_tri luu_tru 
108,"Khách du lịch cũng nên đến thử vì địa điểm cũng trung tâm mà nhà hàng rất sạch sẽ, sang choảnh. Có tầng trong nhà dùng để đỗ xe và hai tầng trên ăn. Hình như toà nhà tích hợp cả Hotel thì phải. Giá cả ở đây siêu hạt dẻ. Chỉ 15-20k một thứ. Quán có bánh xèo và bánh căn. Đã không bán nem lụi nữa. Chất lượng bột bánh ở đây ngon. Nhân nhiều vô kể. Ngon nhất là vị bò. Tôm chưa ngon lắm và mực thì bình thường. Nhưng so giá thì cũng khá bõ. Bánh không to lắm. Nhân viên dịch vụ bình thường. Bánh ra khá nhanh. Trà đá thơm",0,0,5,5,0,0,0,0,0,4,0,0,nha_hang 
109,Người lái xe đã đợi chúng tôi với một tấm biển khi chúng tôi đến bên ngoài sân bay. Anh ấy rất hữu ích với túi xách của chúng tôi và rất lịch sự.,5,0,0,0,5,0,5,0,0,0,0,0,di_chuyen 
110,"Việc đưa đón đã chờ đợi chúng tôi và quá trình chuyển tiếp diễn ra suôn sẻ từ sân bay đến khách sạn của chúng tôi. 
Người lái xe rất hữu ích và thân thiện. Tôi sẽ đề nghị công ty này",0,0,0,0,5,0,5,0,0,0,5,0,giai_tri 
113,"Gia đình mình ở FLC và tìm thấy quán này trên trip. Quán có xe đưa đón khách miễn phí ở FLC rất tiện lợi. 
Vị trí quán ở ngày cạnh địa điểm du lịch Eo gió, có thể kết đón hoàng hôn ở Eo gió và xuống ăn tối luôn.",5,0,0,0,0,0,5,0,0,0,5,0,di_chuyen 
117,Nói chung cho 5 sao vì dịch vụ tốt. Nên lựa chọn chon chuyến đi của bạn,0,0,0,0,0,0,0,5,0,0,0,0,luu_tru 
120,Đây là nơi thích hợp để bạn bè và gia đình tụ họp sau 1 ngày làm việc.,0,4,0,0,0,0,0,0,0,0,0,0,luu_tru 
121,Phòng rộng. hát cũng được. Trang trí đẹp. Giá cũng hơi cao . Phục vụ cũng bình thường . 😁,4,0,0,0,0,0,4,0,0,3,0,0,an_uong 
122,Nó cũng được đề xuất bởi các nhân viên tại khách sạn của chúng tôi cho sam,0,3,0,0,0,0,0,0,0,0,0,0,luu_tru 
123,"Tôi thấy quán cần đào tạo lại nhân viên, để ý để review . Bản thân tôi sẽ không bao h quay lại.",1,0,1,0,0,0,0,0,0,2,0,0,giai_tri nha_hang an_uong 
125,"Bạn Toàn làm việc rất có tâm. Tour rất ổn. Chủ nhà chu đáo, nhiệt tình, hiếu khách. Đặc biệt bạn dẫn tour rất dễ thương, nhiệt tình. Chi phí quá rẻ so với quy định. Với mình, đi là để trải nghiệm cuộc sống, trải nghiệm cảm giác của người dân địa phương. Trên đảo thì tất nhiên là cơ sở vật chất không thể so với trên đất liền được. Nhưng bù lại, cảm giác an nhiên và hòa mình vào thiên nhiên thì không nơi nào mang lại đựơc trọn vẹn như Cù lao xanh. Nếu đựơc quay lại, nhất định vẫn tin tưởng và lựa chọn nơi này. Điểm 9 cho chất lượng.",4,0,0,0,0,0,5,0,0,5,0,0,an_uong 
126,Hòn khô là du lịch qua đảo ăn uống chụp hình thôi chẳng có gi đặc biệt.ai coi tiktok nhiều tàn bị lừa như mình vô hơi thất vọng ko như tưởng.vô thì kèo néo khách đi qua đảo để ăn nhà bè giá cao với lấy phí chở đi 100k nguời lớn là chủ yếu.còn đi vô quán cafe co co gì đo củng vậy tới ngay đường cục nhìn quán thất vọng quẹo ra.nói chung ko như là mơ titok review ảo.ở đây nên học theo bình hưng ai qua bè nào ăn thì chở qua miễn phí đã ăn rồi thì nên free chở qua vì củng khá gần.,2,0,0,2,2,0,1,0,0,1,0,0,di_chuyen 
127,"Bánh ngon, để được lâu.
Tặng mọi người khen lắm.
Cảm ơn Shop
",0,0,0,5,0,5,0,0,0,0,0,5,an_uong 
128,Máy lạnh Daikin nhưng điều khiển chỉ cho tắt mở và tăng giảm nhiệt chứ không điều chỉnh được chế độ quạt và làm lạnh.,0,3,0,0,0,0,0,0,0,0,0,0,luu_tru 
130,"Thoáng mát, sạch sẽ..phòng studio view đẹp (phòng trên tầng cao nữa thì đẹp :))). Đồ ăn hơi ít món nhưng ngon.",0,4,0,4,0,0,0,5,0,0,0,0,an_uong 
138,"Hôm nay cho bữa trưa, chúng tôi đến Gia Vy 2 để ăn trưa. Bánh kếp Việt Nam với thịt lợn hoặc tôm là khá tốt. 
Bạn cũng được cung cấp một đĩa lớn của rau xanh và giấy gạo và bạn đặt tất cả lại với nhau và cuộn nó. 
Đó là một bữa ăn ngon. Bia như thường lệ không lạnh nhưng bạn có thể có một cục đá lớn trong ly.",0,0,4,4,0,0,0,0,0,5,0,0,nha_hang 
142,Bãi biển trước khách sạn đẹp,5,0,0,5,0,0,0,4,0,0,0,0,giai_tri luu_tru an_uong 
143,"Siêu thi C.O.O.P Mart được tỉnh Bình Định ưu đãi cho thuê mặt bằng 50 năm. Hiện giờ siêu thị là nơi tập trung mua sắm và tham quan của người dân Bình Định và khách du lịch thập phương. Những nghành như thực phẩm, giày da, điện thoại, đồng hồ. Mặt trước và sau là hệ thống karaoke, cửa hàng xe máy Yamaha, ngân hàng, cafe...
",0,0,0,0,0,0,0,0,0,0,0,5,mua_sam 
144,"một trong những rooftop okie nhất mà mình từng đến. Banana Mama có hết tất cả những điều mình tim ở 1 nơi để chill : drinks, music, foods,service etc. Nhưng điều làm cho mình thích nơi đây là chính là nhân viên và không khí của quán. Mọi thứ làm cho mình cảm thấy thoải mái mỗi khi mình đến Banana Mama. Chắc chắn sẽ còn quay lại rất rất nhiều lần. Best team ever ^^",4,0,0,0,0,0,0,0,0,5,0,0,giai_tri an_uong 
147,"Quán không gian ấm cúng. Bàn hơi ít và to. Có phục vụ hất với nhau 8h tối hằng ngày, có ca sĩ hát. Chủ yếu dành cho người trung niên với dòng nhạc bolero, trữ tình. Nước uống giá rẻ, pha chấp nhận được.
",0,0,3,0,0,0,0,0,0,4,0,0,nha_hang an_uong 
148,"Theo mình thấy là giá khá cao so với các chỗ khác nếu tính về tổng thể đầu tư, quy mô khu resort, hồ bơi... nhưng được cái là bãi biển rất Private. Phòng mình ở đáng lẽ là delux (3.5 triệu) thôi nhưng họ tự cho upgrade lên suite. Suit thì co the phải hơn 4 triệu. Nội thất tuy co vẻ ko đầu tư cầu kỳ như các resort khác (o day theo kiểu mộc) nhưng rất comfort, rất clean, toàn bộ phòng hướng biển, bám sát lấy biển luôn, chứ nhiu resort khac phải đi bộ xa xuyên qua vườn, hồ bơi...còn ở đây bước vài bước là ngay xuống biển. Vì sát biển như vậy nên cảm giác đúng chất là đi nghi dưỡng ở biển, từ bất cứ nơi nào trong resort cũng có thể thấy biển. Có 1 điểm thú vị nữa là họ cho mượn thuyền kayak free, 1 số khách tây chèo ra hòn đảo nhỏ đối diên chơi và tắm dc luôn. Đảo này chung, ko có người ở, cứ thoải mái chèo tầm 20p la tới. Buffet sáng ok, các món đều ngon nhưng ko đa dạng lắm, khá it, có thể mình đi mùa thấp điểm nên vậy. Phục vụ rất rất nice, nói chuyện rõ ràng từ tốn. Buffet sáng chờ đến khi ko còn khách mới dọn dẹp (ko nhu 1 số chỗ khác khách đang ăn cũng dọn) khi checkout thì đuọc tặng 2 chai suối lạnh và mứt gừng ăn đi đường, đựng trong túi giấy lịch sự --> cái này e chua thay resort nao có làm cả. Honeymoon có thể được tặng 1 chai champaign và trang trí phòng. Buổi tối nằm võng đôi ngoài hồ bơi, ngắm cảnh biển ban đêm rất đẹp. vì người ta thả bè bắt tôm hùm, đốm đốm đèn sáng rực nguyên vung biển như sao trời í. Nhược điểm: - Cách xa thành phố, khoảng 15km, khách ở đây chủ yếu gọi taxi, tầm 15p có. Lúc truoc nghe noi co xe đua đón nhung ko hieu qua sao đó nên giờ ko làm nữa. - Vị trí nằm giữa con đèo cửa ngõ vào tpho nên khá nhieu xe tải và xe khách, ban đêm có đoạn ko có đèn nên đi lại có thể hơi nguy hiểm, ko nên đi xe máy - Loại phòng hiện tại chỉ có room nhu KS, chưa có bungalow nhu resort (nghe nói đang xây) nên theo mình giá như vậy là khá cao Nếu đi mùa thấp điểm (sau tết và trước tháng 6) có thể giá rẻ hơn duoc 10%",0,5,0,4,5,0,0,5,0,0,0,0,an_uong di_chuyen 
151,Vì mình đang đói và ăn vội nên không có chụp được hình nào,0,0,0,0,0,0,0,3,0,0,0,0,luu_tru 
152,"Wifi yếu thật sự, mình nghĩ nên khắc phục ạ",3,0,0,0,0,0,0,0,0,0,0,0,giai_tri 
154,"Phòng cũng khá đẹp, có bar và bể bơi trên tầng thượng đẹp.",5,5,0,0,0,0,0,5,0,0,0,0,giai_tri 
158,Vô đợi đồ ăn và nhân viên ko nghe khac kêu Ngon nhung phục vụ hơi sai. Nếu có thay đổi sẽ ghé lại. Chúc mai mắn,1,0,0,3,0,0,0,0,0,4,0,0,giai_tri 
162,"Món ăn sáng không đa dạng, nên thêm nhiều món để thay đổi khẩu vị.",5,0,0,0,0,0,0,0,0,3,0,0,giai_tri an_uong 
163,"Và thức ăn tuyệt vời, nhưng tia sét giết chết sự rung cảm của ""quán rượu"". Nó trông giống như một nhà hàng và điều đó hơi buồn bởi vì nó có thể là một quán bar / quán rượu to lớn!",0,0,0,5,0,0,0,0,4,3,0,0,nha_hang 
167,"Nhân viên dễ thương, nhiệt tình",0,5,5,0,0,0,0,4,0,0,0,0,nha_hang 
172,"Quán câu cá khá thú vị, nhân viên vui vẻ thân thiện đồ ăn ngon chất lượng, địa chỉ cũng dễ tìm mọi người đến tham quan và câu thử
",4,0,4,0,0,0,5,0,0,5,0,0,nha_hang an_uong 
181,Thực đơn không đầy đủ và giá cho người dân địa phương là hoàn toàn khác nhau.,0,0,2,0,0,0,0,0,0,2,0,0,nha_hang an_uong 
183,"Trong cơn đói của buổi trưa đầu hè, còn gì tuyệt vời hơn ngồi thưởng thức đặc sản Bình Định. Tré Bình Định sực sực, kẹp thêm ít rau ta nói nó đã.
Cuộn thêm miếng bánh xèo với bánh tráng ít rau dưa chấm nước chấm bánh xèo, còn gì tuyệt vời hơn nữa. Ta nói nó nhức cái nách đó mà, ăn xong uống thêm chai nước nha đam, đi chục km đi bộ cũng thấy nó đã cái nư 😁
Đến Bình Định nhớ ghé lại gần thưởng thức với nẫu nha, 30k/cái bánh xèo 🍽 như ly nước Sài Gòn mình thôi😊",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
185,Nằm tại trung tâm quận 1 nên khá thuận tiện với mọi người.,0,0,0,0,0,0,0,4,0,0,0,0,luu_tru 
197,"Nhân viên phục vụ thân thiện, nhiệt tình. Suite sạch sẽ, view đẹp và có nhiều tiện nghi cho gia đình.",5,5,0,0,0,0,0,5,0,0,0,0,giai_tri 
201,"Tất niên cuối năm, tiệc thôi nôi , sinh nhật hay bất cứ tiệc gì đi chăng nữa. Bạn nhất định phải đặt ở đây
 1 lần mới thấy Quán tuyệt vời như thế nào. Tôi đã đến và sẽ tiếp tục đến nữa.",0,0,5,0,0,0,0,0,0,5,0,0,nha_hang an_uong 
205,"Bực mình nhất là khi đứng dậy trả tiền, giá đã tăng lên thêm 10,000 VNĐ chỉ sau khoảng 6 tháng. Trước đó mình ăn thường xuyên tại đây là 35,000 VNĐ. Bây giờ là 45,000 VNĐ/ bát phở tái ( Có lẽ từ khi họ nhận được chứng nhận của Tripadvisor nên tăng giá chăng )",0,0,2,0,0,0,0,0,0,1,0,0,nha_hang an_uong 
207,"Nhà hàng có view đẹp, nhân viên Thành Long phục vụ nhiệt tình, thức ăn ổn, sẽ quay lại. Món bông cải dầu hào ăn rất tươi không có dầu mỡ.",5,0,5,5,0,0,0,0,5,5,0,0,giai_tri 
213,"Khách sạn sạch, đẹp, nhân viên nhiệt tình, vị trí thuận lợi, bữa sáng tạm ổn, phục vụ tận tình",0,5,0,0,0,0,0,5,0,5,0,0,an_uong 
220,"Ok hôm nay là lần thứ ba tôi đến nơi này, vì đồ ăn rất ngon. Dịch vụ này cũng tốt Tôi đã đặt hàng một masala cá với một pho mát nan một tandoori roti và cola. Tổng hóa đơn là 204.000 vnd - Một cách thích hợp tôi đã lấy ra 500.000 ghi chú và 5.000 vnd ghi chú. Tôi bỏ tiền vào ví và đưa cho máy chủ. Khi anh ấy trở lại với sự thay đổi, anh ấy đã cho tôi 103.000 vnd. Tôi đã nhận được 301.000 vnd thay đổi! Dù sao tôi đã khuyên anh ấy rằng anh ấy đã nhanh chóng đến gặp ông chủ đã đưa cho anh ấy thêm 200.000 vnd và vấn đề đã được giải quyết! Tuy nhiên, bằng cách nhìn vào khuôn mặt của người phục vụ, anh ta trông giống như anh ta đã làm như tôi chỉ ra sự khác biệt. Tôi sẽ khuyên tất cả khách du lịch nên chú ý khi trao cho những người này tiền mặt có thể đi đến và đảm bảo bạn sẽ có được sự thay đổi chính xác! Rốt cuộc, đây là châu Á và thật buồn nếu những muppets từ Ấn Độ này tính phí tới 10 đô la mỗi bữa và sau đó xé toạc mọi người, vâng, tại Việt Nam! Không có gì ngạc nhiên khi người Ấn Độ gặp khó khăn trong việc kiếm việc làm ở đất nước này!",1,0,0,0,0,0,1,0,4,4,0,0,nha_hang an_uong 
222,"Nhân viên dễ thương, xinh xắn nhiệt tình
Tư vấn chu đáo, nhẹ nhàng.",0,0,0,0,0,5,0,4,0,0,0,0,luu_tru mua_sam 
224,Nhân viên phục vụ nhanh.,5,0,0,0,0,0,0,0,5,0,0,0,giai_tri nha_hang 
225,"Vi vu trên sông Sài Gòn bạn sẽ nhìn thấy một Sài Gòn thật khác lạ, thật đáng yêu. 
Một Sài Gòn không có kẹt xe, không còn khói bụi, không có những ""pha"" tạt đầu hay nhấn còi ầm ĩ ...... Một Sài Gòn nhẹ nhàng, bình yên đến lạ",4,0,0,0,4,0,5,0,0,0,0,0,di_chuyen 
230,"Gia đình mình có trẻ con nên ở phòng đôi k có bồn tắm, nhưng khách sạn linh động cho mình phòng đôi có bồn tắm trẻ con tắm thoải mái.Nhân viên lễ tân nhiệt tình, lễ phép. VỊ TRÍ thuận tiện, đi bộ 2p là đến vincom, 3p là ra đến biển, khá gần đường chính.",0,5,0,0,5,0,0,5,0,0,0,0,di_chuyen 
233,"Nhà hàng với các món ăn ngon, giá rẻ, nhân viên phục vụ tận tình, chu đáo, thân thiện. Có bãi đậu xe an toàn",5,0,5,5,0,0,0,0,5,5,0,0,giai_tri 
235,"Bãi đậu xe ô tô hơi bất tiện tí xíu, nhưng vẫn đậu đỗ tốt.",0,0,0,0,4,0,0,4,0,0,0,0,luu_tru di_chuyen 
238,Nói chung thì ok nhưng chỉ đến một lần duy nhất ! Phục vụ rất tốt - còn chất lượng có thể do đông khách hoặc lý do nào đấy nên đỡ tốt hơn xưa rồi !,0,0,0,3,0,0,4,0,0,0,0,0,giai_tri an_uong 
239,Bạn nhân viên Quân rất là nhiệt tình và chu đáo,5,0,0,0,0,0,0,4,0,0,0,0,giai_tri luu_tru 
243,"Phục vụ nhanh, đồ ăn ngon, nhân viên nhiệt tình. Khuyến nghị mọi người qua ăn!",0,0,0,5,0,0,0,0,5,5,0,0,nha_hang 
258,"Resort nằm ngay khu Ghềnh Ráng của thành phố Quy Nhơn xinh đẹp đây hehe. Thích nhất view ngắm biển, sáng có thể ngắm bình minh miễn phí. Mình đi chung với gia đình, nên quyết định chọn resort này để cả nhà cùng nghỉ dưỡng thật thoải mái. Ở đây có nhiều dịch vụ hạng sang chất lượng để tha hồ chọn nhé. Món ăn của nhà hàng ở đây cũng rất ngon. Xung quanh cây cối nhiều mang lại một không gian xanh mướt luôn. Gia đình mình nghỉ dưỡng ở đây ai cũng thích. Giá khá cao, tầm 3 triệu đến 5 triệu. Nhưng đổi lại là những điều rất đáng để trải nghiệm. Resort cách sân bay Phù Cát tầm 35Km, xuống sân bay đi taxi vào là tiện nhất!",5,5,0,0,0,0,0,5,0,0,0,0,giai_tri 
259,"Sau khi di chuyển trong 18 giờ, thật nhẹ nhõm khi nhìn thấy tấm biển có tên của chúng tôi trên đó tại sân bay Hồ Chí Minh rất đông đúc. 
Sau khi tìm thấy nhau, tài xế của chúng tôi lên lấy xe và chúng tôi đi. Mọi thứ đều trả trước. Không có căng thẳng kết thúc một ngày dài.",0,0,0,0,0,0,0,0,0,0,5,0,di_chuyen 
260,"Gần Biển, nhân viên niềm nở, phòng khách sạn sạch và mới. Buffet sáng ăn ổn",0,4,3,0,0,0,0,5,0,0,0,0,nha_hang 
261,"Công viên thiếu nhi mà toàn thấy người lớn.
Ban đêm rất mát, có nhiều hàng quán ăn vặt giá rất rẻ.
Buổi chiều sau 17:00 dân địa phương đổ ra đây tắm biển rất đông, không có dịch vụ trông xe mà cứ để xe trên bờ rồi đi bộ xuống thôi. Bãi cát phẳng và mịn.
Bãi biển rất sạch, không có kinh doanh dù, hàng rong, bán dạo... hy vọng thành phố Quy Nhơn tiếp tục phát huy và giữ môi trường sạch như hiện tại.",3,0,0,0,2,0,5,0,0,0,0,0,di_chuyen 
269,"Không gian thoải mái, ấm áp. Phục vụ được điểm tốt. Nhiều món ăn hấp dẫn. Đặc biệt là các món hải sản. Nói chung, chấm 9đ. Sẽ quay lại với cả gia đình.",4,0,4,4,0,0,0,0,5,4,0,0,giai_tri 
278,"Món ăn tôi nên đánh giá 7/10. Không phải là một cái gì đó thực sự ngon, nhưng ok, không tệ. Mặt khác, nhân viên ở đó, hầu hết là tất cả họ, không thân thiện và không đáp ứng như cách một người phục vụ / nhân viên nhà hàng nên làm. Khi ra khỏi nhà hàng, tôi phải chen chúc qua một chiếc ghế và một nhân viên. Khi tôi vượt qua hai người đó, các nhân viên đã nổi giận. Tôi đặt bàn gần máy lạnh và bàn không sạch cho lắm. Có cầu thang này lên tầng hai của nhà hàng, nơi nước và những mẩu thức ăn nhỏ rơi xuống đầu tôi. Không thực sự là những gì bạn muốn trong khi dùng bữa. Tôi không phải là một fan hâm mộ lớn của phở nên tôi không thể nói nhiều về món ăn như thế nào. Nói chung tôi không thích thái độ nhân viên và mức độ vệ sinh ở đó.",1,0,1,3,0,0,0,0,1,2,0,0,giai_tri 
279,Người Quy Nhơn rất thân thiện TRỪ nhân viên Surf Bar. Tôi đến sử dụng dịch vụ trả tiền chứ không phải xin. Còn hút cả thuốc lá ngay cạnh bàn khách hàng có trẻ nhỏ. Nhắc nhở còn thái độ.,2,0,0,0,0,0,0,4,0,0,0,0,giai_tri luu_tru 
284,"Nói chung đồ Nhật tới giờ vẫn chưa nằm trên top favourite của mình được. Được hôm hội anh em cây khế rủ đi thì cũng có ấn tượng đôi chút. Hên là mấy anh bạn chu đáo book bàn trước chứ đi buổi tối đông lắm nhe. Nhân viên lịch sự, mình muốn gọi gì chỉ cần quay người lại là bạn ấy hiểu ý ngay. Đi có mấy người mà gọi quá trời món. Do quên hông ăn hành được mà chén soup miso nhỡ đem ra rồi. Mình hoảng quá, chưa kịp gọi chén khác nhưng b nhân viên kêu để bạn mang vào đổi cho. Trời đất siêu chu đáo luôn ấy. Các món ăn vừa miệng lắm. Thích nhất là món bò gì ấy quên mất tiêu tên. Sốt cực ngon ăn kèm với cơm trắng là số dzách. Ngoài ra ưng cái.món rong biển rắc mè. Lạnh lạnh thanh mát rất là thích.",0,0,5,5,0,0,0,0,0,5,0,0,nha_hang 
287,"Cửa hàng chuyên bán đặc sản Quy Nhơn- Bình Định. Ngoài các loại hải sản như cá khô , mực khô, hàng đông lạnh  còn có bánh tráng , bánh ít lá gai, nem chả, tré, rượu bàu đá...
Ông chủ vui tính, nhân viên nhiệt tình . Mua cái gì cũng bớt giá (có giảm giá thật hay không thì có trời biết 😁).",0,0,0,5,0,0,0,0,0,0,0,5,an_uong mua_sam 
288,"Không gian thoáng mát, sạch sẻ và nhân viên làm việc rất chuyên nghiệp, tư vấn nhiệt tình và hướng dẫn rất rỏ ràng dành cho những ai chưa đến và chưa lần nào làm thủ tục lên máy bay👍
",0,0,0,0,4,0,5,0,0,0,5,0,giai_tri 
